WKT,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate,﻿站點名稱,緯度,經度,圖片,站點位置
"POINT (121.52305 25.06142)",5.00107085E8,YouBike2.0_台泥大樓,18.0,3.0,中山區,2023-04-17 06:52:39,25.06142,121.52305,中山北路二段113-133號前,Zhongshan Dist,YouBike2.0_TCC Building,No. 113-133， Sec. 2， Zhongshan N. Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:39,2023-04-17,,,,,
"POINT (121.5604 25.08303)",5.00107086E8,YouBike2.0_植福樂群路口,10.0,2.0,中山區,2023-04-17 05:40:19,25.08303,121.5604,植福路/樂群三路(西北側),Zhongshan Dist,YouBike2.0_Zhifu Rd. & Lequn Rd. Intersection,Zhifu Rd. & Lequn 3rd Rd. Intersection (Northwest),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:40:19,2023-04-17,,,,,
"POINT (121.52439 25.06157)",5.00107087E8,YouBike2.0_新興公園,20.0,12.0,中山區,2023-04-17 06:45:40,25.06157,121.52439,錦州街13巷/中山北路二段137巷口(東南側),Zhongshan Dist,YouBike2.0_Xinxing Park,Ln. 13， Jinzhou St. & Ln. 137， Sec. 2， Zhongshan N. Rd. Intersection (Southeast),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:40,2023-04-17,,,,,
"POINT (121.53517 25.05189)",5.00107088E8,YouBike2.0_南京伊通街口,11.0,10.0,中山區,2023-04-17 06:27:39,25.05189,121.53517,南京東路二段178-1號,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Yitong St. Intersection,No. 178-1， Sec. 2， Nanjing E. Rd.,1.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:27:39,2023-04-17,,,,,
"POINT (121.54012 25.05205)",5.00107089E8,YouBike2.0_南京龍江路口,15.0,11.0,中山區,2023-04-17 06:50:40,25.05205,121.54012,南京東路三段121號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Longjiang Rd. Intersection,No. 121， Sec. 3， Nanjing E. Rd.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:40,2023-04-17,,,,,
"POINT (121.51916 25.06389)",5.0010709E8,YouBike2.0_撫順街41巷(崇德宮前),19.0,1.0,中山區,2023-04-17 06:54:40,25.06389,121.51916,撫順街41巷1-7號對側,Zhongshan Dist,YouBike2.0_Ln. 41， Fushun St. (Chongde Temple),No. 1-7， Ln. 41， Fushun St.,18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:40,2023-04-17,,,,,
"POINT (121.54646 25.08152)",5.00107091E8,YouBike2.0_臺北市立圖書館大直分館,20.0,11.0,中山區,2023-04-17 05:37:12,25.08152,121.54646,大直街28號對側,Zhongshan Dist,YouBike2.0_Taipei Public Library Dazhi Branch,No. 28， Dazhi St. (Opposite),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:37:12,2023-04-17,,,,,
"POINT (121.54708 25.0801)",5.00107092E8,YouBike2.0_捷運大直站(1號出口),27.0,6.0,中山區,2023-04-17 06:49:15,25.0801,121.54708,北安路535之2號旁,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta. (Exit 1),No. 535-2， Bei'an Rd.,21.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:15,2023-04-17,,,,,
"POINT (121.53312 25.0512)",5.00107093E8,YouBike2.0_捷運松江南京站(4號出口),32.0,8.0,中山區,2023-04-17 06:51:38,25.0512,121.53312,松江路95-1至109號前方,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 4),No.109， Songjiang Rd.,24.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:38,2023-04-17,,,,,
"POINT (121.55557 25.07864)",5.00107095E8,YouBike2.0_中429公園,15.0,5.0,中山區,2023-04-17 06:22:39,25.07864,121.55557,敬業三路177巷南側,Zhongshan Dist,YouBike2.0_hong 429 Park,Ln. 177， Jingye 3rd Rd. (South),10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:22:39,2023-04-17,,,,,
"POINT (121.53114 25.05791)",5.00107096E8,YouBike2.0_長春路137巷口,16.0,3.0,中山區,2023-04-17 04:36:13,25.05791,121.53114,民生東路二段134號前,Zhongshan Dist,YouBike2.0_Ln. 137， Changchun Rd.,No. 134， Sec. 2， Minquan E. Rd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 04:36:13,2023-04-17,,,,,
"POINT (121.53299 25.05765)",5.00107097E8,YouBike2.0_松江民生路口,17.0,13.0,中山區,2023-04-17 06:52:13,25.05765,121.53299,松江路208號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Minsheng Rd. Intersection,No. 208， Songjiang Rd.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.53013 25.05277)",5.00107098E8,YouBike2.0_松江路132巷口,14.0,3.0,中山區,2023-04-17 06:53:17,25.05277,121.53013,吉林路100號對側,Zhongshan Dist,YouBike2.0_Ln. 132， Songjiang Rd.,No. 100， Jilin Rd. (Opposite),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.53032 25.05481)",5.00107099E8,YouBike2.0_長春吉林路口,10.0,5.0,中山區,2023-04-17 06:40:20,25.05481,121.53032,長春路120號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Jilin Rd. Intersection,No. 120， Changchun Rd.,5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:40:20,2023-04-17,,,,,
"POINT (121.53142 25.05488)",5.001071E8,YouBike2.0_長春一江街口,11.0,2.0,中山區,2023-04-17 04:24:13,25.05488,121.53142,長春路135號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Yijiang St. Intersection,No. 135， Changchun Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 04:24:13,2023-04-17,,,,,
"POINT (121.53276 25.05215)",5.00107101E8,YouBike2.0_捷運松江南京站(8號出口),20.0,13.0,中山區,2023-04-17 06:53:17,25.05215,121.53276,南京東路二段101號前,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 8),No. 101， Sec. 2， Nanjing E. Rd.,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.53171 25.05215)",5.00107102E8,YouBike2.0_南京一江街口,10.0,1.0,中山區,2023-04-17 06:35:40,25.05215,121.53171,南京東路二段85號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Yijiang St. Intersection,No. 85， Sec. 2， Nanjing E. Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:35:40,2023-04-17,,,,,
"POINT (121.53295 25.05499)",5.00107103E8,YouBike2.0_松江長春路口,16.0,7.0,中山區,2023-04-17 06:32:41,25.05499,121.53295,松江路158號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Changchun Rd. Intersection,No. 158， Songjiang Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:32:41,2023-04-17,,,,,
"POINT (121.53511 25.07802)",5.00107104E8,YouBike2.0_經國七海文化園區,15.0,4.0,中山區,2023-04-17 06:48:39,25.07802,121.53511,北安路301號前,Zhongshan Dist,YouBike2.0_Ching-kuo Chi-Hai Culture Park,No. 301， Bei'an Rd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.52003 25.06873)",5.00107105E8,YouBike2.0_民族玉門街口,20.0,1.0,中山區,2023-04-17 02:28:04,25.06873,121.52003,民族西路口與玉門街口東北側,Zhongshan Dist,YouBike2.0_Minzu Rd. & Yumen St. Intersection,Minzu W. Rd. & Yumen St. Intersection (Northeast),19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 02:28:04,2023-04-17,,,,,
"POINT (121.52778 25.06493)",5.00107106E8,YouBike2.0_新生農安街口,15.0,2.0,中山區,2023-04-17 06:53:41,25.06493,121.52778,新生北路三段與農安街口(高架橋下),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Nong'an St. Intersection,Sec. 3， Xinsheng N. Rd. & Nong'an St. Intersection,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.52848 25.06532)",5.00107107E8,YouBike2.0_稻江高級護理家事職業學校,14.0,2.0,中山區,2023-04-17 06:53:17,25.06532,121.52848,農安街77巷與農安街77巷1弄口,Zhongshan Dist,YouBike2.0_Daojiang Senior High School of Nursing and Home Economics,Ln. 77， Nong'an St. & Aly. 1， Ln. 77， Nong'an St. Intersection,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.54671 25.07934)",5.00107108E8,YouBike2.0_捷運大直站(3號出口)_1,18.0,2.0,中山區,2023-04-17 06:21:39,25.07934,121.54671,北安路458巷41弄52之1號前,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta.(Exit 3)_1,No. 52-1， Aly. 41， Ln. 458， Bei'an Rd.,16.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:21:39,2023-04-17,,,,,
"POINT (121.55236 25.07983)",5.00107109E8,YouBike2.0_樂群二明水路口_1,20.0,9.0,中山區,2023-04-17 06:49:15,25.07983,121.55236,樂群二路 / 明水路口(東側),Zhongshan Dist,YouBike2.0_Lequn 2nd Rd. & Mingshui Rd. Intersection,Lequn 2nd Rd. & Mingshui Rd. Intersection (East),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:15,2023-04-17,,,,,
"POINT (121.53014 25.06245)",5.0010711E8,YouBike2.0_民權吉林路口(南側),16.0,6.0,中山區,2023-04-17 06:30:40,25.06245,121.53014,民權東路二段46號前,Zhongshan Dist,YouBike2.0_Minquan Rd. & Jilin Rd. Intersection,No. 46， Sec. 2， Minquan E. Rd.,10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:30:40,2023-04-17,,,,,
"POINT (121.54026 25.05473)",5.00107111E8,YouBike2.0_長春龍江路口,24.0,9.0,中山區,2023-04-17 06:39:39,25.05473,121.54026,長春路與龍江路口西北側,Zhongshan Dist,YouBike2.0_Changchun Rd. & Longjiang Rd. Intersection,Changchun Rd. & Longjiang Rd. Intersection (Northwest),15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:39:39,2023-04-17,,,,,
"POINT (121.52776 25.06305)",5.00107112E8,YouBike2.0_民權新生路口,26.0,15.0,中山區,2023-04-17 06:53:41,25.06305,121.52776,民權東路一段/新生北路三段(北側)(新生高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Xinsheng Rd. Intersection,Sec. 1， Minquan E. Rd. & Sec. 3， Xinsheng N. Rd. Intersection (North),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.53693 25.05476)",5.00107113E8,YouBike2.0_建國長春路口(北側),20.0,8.0,中山區,2023-04-17 06:21:10,25.05476,121.53693,建國北路/長春路口(北側),Zhongshan Dist,YouBike2.0_Jianguo Rd. & Changchun Rd. Intersection,Jianguo N. Rd. & Changchun Rd. Intersection (North),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:21:10,2023-04-17,,,,,
"POINT (121.53349 25.06432)",5.00107114E8,YouBike2.0_中山行政中心,24.0,6.0,中山區,2023-04-17 06:52:39,25.06432,121.53349,松江路/農安街口,Zhongshan Dist,YouBike2.0_Zhongshan District Household Registration Office,Songjiang Rd. & Nong'an St. Intersection,18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:39,2023-04-17,,,,,
"POINT (121.52327 25.07063)",5.00107115E8,YouBike2.0_臺北市立美術館_1,18.0,1.0,中山區,2023-04-17 06:54:04,25.07063,121.52327,中山北路三段(花博流行館前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum_1,Sec. 3， Zhongshan N. Rd. (Pavilion of New Fashion),17.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:04,2023-04-17,,,,,
"POINT (121.53789 25.08476)",5.00107116E8,YouBike2.0_劍潭社區_1,18.0,13.0,中山區,2023-04-17 06:21:39,25.08476,121.53789,通北街143號前,Zhongshan Dist,YouBike2.0_Jiantan Community_1,No. 143， Tongbei St.,5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:21:39,2023-04-17,,,,,
"POINT (121.56175 25.07818)",5.00107117E8,YouBike2.0_濱江國小游泳池,16.0,4.0,中山區,2023-04-17 06:47:13,25.07818,121.56175,樂群二路266巷99號前,Zhongshan Dist,YouBike2.0_Binjiang Elementary School Swimming Pool,No. 99， Ln. 266， Lequn 2nd Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:47:13,2023-04-17,,,,,
"POINT (121.52581 25.05223)",5.00107118E8,YouBike2.0_林森公園,25.0,3.0,中山區,2023-04-17 06:54:40,25.05223,121.52581,林森北路/南京東路一段,Zhongshan Dist,YouBike2.0_Linsen Park,Linsen N. Rd. ＆ Sec. 1， Nanjing E. Rd. Intersection,22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:40,2023-04-17,,,,,
"POINT (121.55337 25.07825)",5.00107119E8,YouBike2.0_中428公園,15.0,7.0,中山區,2023-04-16 23:55:39,25.07825,121.55337,樂群二路30巷/樂群二路116巷61弄,Zhongshan Dist,YouBike2.0_Zhong 428 Park,Ln. 30， Lequn 2nd Rd. & Aly. 61， Ln. 116， Lequn 2nd Rd. Intersection,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-16 23:55:39,2023-04-16,,,,,
"POINT (121.5401 25.05339)",5.0010712E8,YouBike2.0_復華公園,20.0,1.0,中山區,2023-04-17 06:11:13,25.05339,121.5401,南京東路三段109巷/龍江路120巷,Zhongshan Dist,YouBike2.0_Fuhua Park,Ln. 109， Sec. 3， Nanjing E. Rd. & Ln. 120， Longjiang Rd. Intersection,19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:11:13,2023-04-17,,,,,
"POINT (121.52767 25.06819)",5.00107121E8,YouBike2.0_新生民族路口(西南側),15.0,2.0,中山區,2023-04-17 06:51:14,25.06819,121.52767,新生北路三段/民族東路(西南側),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Minzu Rd. Intersection,Sec. 3， Xinsheng N. Rd. & Minzu E. Rd. Intersection (Southwest),13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.54256 25.05253)",5.00107122E8,YouBike2.0_捷運南京復興站(1號出口),21.0,20.0,中山區,2023-04-17 06:52:39,25.05253,121.54256,捷運南京復興站(1號出口)後方(遼寧街155巷),Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.1),MRT Nanjing Fuxing Sta.(Exit.1) (Ln. 155， Liaoning St.),1.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:39,2023-04-17,,,,,
"POINT (121.53661 25.04478)",5.00107123E8,YouBike2.0_八德市場(北側),16.0,5.0,中山區,2023-04-17 06:42:13,25.04478,121.53661,建國南路一段/市民大道交叉口(北側),Zhongshan Dist,YouBike2.0_Bade Market (North),Sec. 1， Jianguo S. Rd. & Civic Blvd. Intersection (North),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:42:13,2023-04-17,,,,,
"POINT (121.54043 25.05004)",5.00107124E8,YouBike2.0_龍江朱崙街口,14.0,0.0,中山區,2023-04-17 06:46:04,25.05004,121.54043,龍江路/朱崙街口西北側,Zhongshan Dist,YouBike2.0_Longjiang Rd. & Zhulun St. Intersection,Longjiang Rd. & Zhulun St. Intersection (Northwest),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:04,2023-04-17,,,,,
"POINT (121.54755 25.08431)",5.00107125E8,YouBike2.0_大直街94巷,15.0,11.0,中山區,2023-04-17 06:49:39,25.08431,121.54755,大直街94巷口,Zhongshan Dist,YouBike2.0_Ln. 94， Dazhi St.,Ln. 94， Dazhi St.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:39,2023-04-17,,,,,
"POINT (121.5433 25.05196)",5.00107126E8,YouBike2.0_捷運南京復興站(8號出口),28.0,6.0,中山區,2023-04-17 06:36:13,25.05196,121.5433,南京東路三段221號前,Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.8),No. 221， Sec. 3， Nanjing E. Rd.,22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:36:13,2023-04-17,,,,,
"POINT (121.53702 25.06228)",5.00107127E8,YouBike2.0_民權建國路口(南側),15.0,5.0,中山區,2023-04-17 06:53:17,25.06228,121.53702,民權東路三段/建國北路二段(南側高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Jianguo Rd. Intersection (South),Sec. 3， Minquan E. Rd. & Sec. 2， Jianguo N. Rd. (Under Elevated Bridge),10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.5257 25.06688)",5.00107128E8,YouBike2.0_林森德惠街口,16.0,8.0,中山區,2023-04-17 06:49:15,25.06688,121.5257,德惠街11號東側,Zhongshan Dist,YouBike2.0_Linsen Rd. & Dehui St. Intersection,No. 11， Dehui St. (East),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:15,2023-04-17,,,,,
"POINT (121.52812 25.07059)",5.00107129E8,YouBike2.0_新生濱江街口(東南側),21.0,7.0,中山區,2023-04-17 06:33:13,25.07059,121.52812,新生北路三段/濱江街口(東南側),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Binjiang St. Intersection (Southeast),Sec. 3， Xinsheng N. Rd. & Binjiang St. Intersection (Southeast),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:33:13,2023-04-17,,,,,
"POINT (121.53075 25.04699)",5.0010713E8,YouBike2.0_新生北路一段62巷口,20.0,1.0,中山區,2023-04-17 06:39:13,25.04699,121.53075,新生北路一段64號對側,Zhongshan Dist,YouBike2.0_Ln. 62， Sec. 1， Xinsheng N. Rd.,No. 64， Sec. 1， Xinsheng N. Rd. (Opposite),19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:39:13,2023-04-17,,,,,
"POINT (121.52769 25.05532)",5.00107131E8,YouBike2.0_新生長春路口(東北側),19.0,8.0,中山區,2023-04-17 06:49:39,25.05532,121.52769,新生北路二段39-2號對側,Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Changchun Rd. Intersection (Northeast),No. 39-2， Sec. 2， Xinsheng N. Rd. (Opposite),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:39,2023-04-17,,,,,
"POINT (121.55548 25.08573)",5.00107132E8,YouBike2.0_捷運劍南路站(1號出口),17.0,5.0,中山區,2023-04-17 06:33:39,25.08573,121.55548,北安路811巷/821巷4弄口,Zhongshan Dist,YouBike2.0_MRT Jiannan Rd. Sta. (Exit. 1),Ln. 811， Bei'an Rd. & Aly. 4， Ln. 821， Bei'an Rd. Intersection,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:33:39,2023-04-17,,,,,
"POINT (121.55624 25.08272)",5.00107133E8,YouBike2.0_敬業三樂群三路口(西北側),16.0,4.0,中山區,2023-04-17 06:21:10,25.08272,121.55624,敬業三路/樂群三路口,Zhongshan Dist,YouBike2.0_Jingye 3rd Rd. & Lequn 3rd Rd. Intersection (Northwest),Jingye 3rd Rd. & Lequn 3rd Rd. Intersection,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:21:10,2023-04-17,,,,,
"POINT (121.53896 25.05427)",5.00107134E8,YouBike2.0_長春路258巷2弄口,15.0,9.0,中山區,2023-04-17 06:32:13,25.05427,121.53896,長春路258巷6號北側,Zhongshan Dist,YouBike2.0_Aly. 2， Ln. 258， Changchun Rd.,No. 6， Ln. 258， Changchun Rd. (North),6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:32:13,2023-04-17,,,,,
"POINT (121.54332 25.05418)",5.00107135E8,YouBike2.0_長寧大廈社區(南側),15.0,9.0,中山區,2023-04-17 06:23:13,25.05418,121.54332,遼寧街201巷13號前,Zhongshan Dist,YouBike2.0_Zhangning Dasha Community (South),No. 13， Ln. 201， Liaoning St.,6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:23:13,2023-04-17,,,,,
"POINT (121.53732 25.06419)",5.00107136E8,YouBike2.0_建國五常街口,20.0,7.0,中山區,2023-04-17 06:54:13,25.06419,121.53732,建國北路三段/五常街,Zhongshan Dist,YouBike2.0_Jianguo Rd. & Wuchang St. Intersection,Sec. 3， Jianguo N. Rd. & Wuchang St. Intersection,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.52268 25.05676)",5.00107137E8,YouBike2.0_中山北路二段62巷口,12.0,4.0,中山區,2023-04-17 06:48:14,25.05676,121.52268,中山北路二段66號前,Zhongshan Dist,YouBike2.0_Ln. 62， Sec. 2， Zhongshan N. Rd.,No. 66， Sec. 2， Zhongshan N. Rd.,8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:14,2023-04-17,,,,,
"POINT (121.54213 25.0448)",5.00107138E8,YouBike2.0_市民安東街口,20.0,2.0,中山區,2023-04-17 01:12:14,25.0448,121.54213,市民大道三段179號前,Zhongshan Dist,YouBike2.0_Civic Blvd. & Andong St. Intersection,No. 179， Sec. 3， Civic Blvd.,18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 01:12:14,2023-04-17,,,,,
"POINT (121.52166 25.04812)",5.00107139E8,YouBike2.0_市民大道二段5巷口,15.0,2.0,中山區,2023-04-17 02:03:13,25.04812,121.52166,市民大道二段/市民大道二段5巷,Zhongshan Dist,YouBike2.0_Ln. 5， Sec. 2， Civic Blvd.,Sec. 2， Civic Blvd. & Ln. 5， Sec. 2， Civic Blvd. Intersection,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 02:03:13,2023-04-17,,,,,
"POINT (121.55961 25.09122)",5.00108001E8,YouBike2.0_文湖街21巷118弄口,19.0,10.0,內湖區,2023-04-17 06:48:39,25.09122,121.55961,文湖街21巷118弄6-10號(前),Neihu Dist,YouBike2.0_Aly. 118， Ln. 21， Wunhu St.,No. 6-10， Aly. 118， Ln. 21， Wunhu St.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.56208 25.08378)",5.00108002E8,YouBike2.0_北勢湖環保公園,15.0,4.0,內湖區,2023-04-17 03:51:13,25.08378,121.56208,內湖路一段66-72號前方公園,Neihu Dist,YouBike2.0_Beishi Lake Environmental Park,No. 66-72， Sec. 1， Neihu Rd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 03:51:13,2023-04-17,,,,,
"POINT (121.56454 25.07977)",5.00108003E8,YouBike2.0_洲子一號公園,43.0,8.0,內湖區,2023-04-17 06:49:15,25.07977,121.56454,基湖路37號西側,Neihu Dist,YouBike2.0_Jhouzih No.1 Park,No. 37， Jihu Rd.,35.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:15,2023-04-17,,,,,
"POINT (121.56449 25.08284)",5.00108004E8,YouBike2.0_西康公園,16.0,3.0,內湖區,2023-04-17 05:51:38,25.08284,121.56449,內湖路一段225巷口,Neihu Dist,YouBike2.0_Xikang Park,No. 225， Sec 1， Neihu Rd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:51:38,2023-04-17,,,,,
"POINT (121.56088 25.08637)",5.00108005E8,YouBike2.0_文湖國小,31.0,16.0,內湖區,2023-04-17 06:53:41,25.08637,121.56088,文湖街21巷口北側,Neihu Dist,YouBike2.0_Wenhu Elementary School,Ln. 21， Wunhu St.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.56406 25.08707)",5.00108006E8,YouBike2.0_文湖街81巷10號西側,14.0,4.0,內湖區,2023-04-17 06:54:13,25.08707,121.56406,文湖街81巷10號西側,Neihu Dist,YouBike2.0_No. 10， Ln. 81， Wenhu St,No. 10， Ln. 81， Wenhu St.(West),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.56574 25.08637)",5.00108007E8,YouBike2.0_德明財經科技大學,27.0,7.0,內湖區,2023-04-17 06:53:17,25.08637,121.56574,環山路一段56號南側,Neihu Dist,YouBike2.0_Takming University of Science and Technology,No. 56， Sec. 1， Huanshan Rd.(South),20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.57155 25.08311)",5.00108008E8,YouBike2.0_麗山國小,15.0,3.0,內湖區,2023-04-17 06:53:41,25.08311,121.57155,內湖路一段411巷56號東側,Neihu Dist,YouBike2.0_Lishan Elementary School,Ln. 411， Sec. 1， Neihu Rd.(East),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.57725 25.08398)",5.00108009E8,YouBike2.0_麗山高中,25.0,7.0,內湖區,2023-04-17 06:52:39,25.08398,121.57725,環山路二段141號北側,Neihu Dist,YouBike2.0_Lishan Senior High School,No. 141， Sec. 2， Huanshan Rd.(North),18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:39,2023-04-17,,,,,
"POINT (121.57462 25.08522)",5.0010801E8,YouBike2.0_港華五號公園,16.0,3.0,內湖區,2023-04-17 06:12:13,25.08522,121.57462,環山路二段81號西北側,Neihu Dist,YouBike2.0_Ganghua 2nd Park,No. 81， Sec. 2， Huanshan Rd.(Northwest),13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:12:13,2023-04-17,,,,,
"POINT (121.59958 25.08803)",5.00108011E8,YouBike2.0_大湖國小,25.0,10.0,內湖區,2023-04-17 06:53:17,25.08803,121.59958,大湖山莊街/大湖山莊街176巷(東南側),Neihu Dist,YouBike2.0_Dahu Elementary School,Dahu Shanzhuang St & Ln. 176， Dahu Shanzhuang St. (Southeast),15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
