½n«×,¸g«×
24.95521,121.53937
25.00854,121.52473
25.01076,121.44698
25.02638,121.47973
25.01578,121.46779
25.02452,121.46319
25.02569,121.46392
24.99341,121.42964
24.99633,121.44545
25.02113,121.47685
25.07463,121.47816
24.99164,121.46287
25.01795,121.47938
24.99864,121.44139
25.0634,121.48898
22.58032,120.37162
22.66621,120.28705
22.6654,120.28703
22.6676,120.28816
22.66424,120.28617
22.6331,120.34978
22.63631,120.33161
22.61484,120.30423
22.61877,120.30255
24.21294,120.71068
24.26543,120.69986
24.27223,120.699
24.11266,120.66867
24.22546,120.65031
24.04387,120.69627
24.25878,120.54341
24.2493,120.53869
24.24485,120.68506
24.20403,120.56475
24.13575,120.60751
24.1427,120.66957
24.169,120.66485
24.14081,120.69434
24.1409,120.69441
24.14788,120.69779
24.26575,120.57427
24.26816,120.575
24.97996,121.50873
25.00256,121.45079
25.03485,121.47253
25.02586,121.45437
25.09431,121.46013
25.09057,121.47162
25.08999,121.45942
25.08843,121.46988
25.08802,121.47393
25.08582,121.47272
25.02856,121.48039
24.97955,121.55234
24.99099,121.51918
25.00765,121.48486
25.01233,121.50604
25.06426,121.65294
25.06103,121.65559
25.07522,121.50117
25.0262,121.47251
25.02499,121.45437
25.09164,121.46403
25.02933,121.47195
25.03134,121.46346
25.08799,121.46219
25.08871,121.4646
25.01801,121.45029
25.01811,121.45066
25.02142,121.45221
25.02926,121.47241
25.1808,121.45245
25.08294,121.45673
25.01452,121.46179
25.17653,121.45613
25.02113,121.45004
25.00317,121.52407
25.00501,121.52267
25.00595,121.52093
24.99896,121.52278
25.08492,121.45821
25.08047,121.47985
25.07997,121.47621
25.0818,121.46822
25.00227,121.51744
25.01335,121.46202
25.03622,121.47948
25.03236,121.47431
25.03486,121.47928
25.18345,121.44837
25.16883,121.44418
25.18202,121.41882
25.07348,121.50098
25.06126,121.64951
25.13717,121.46023
25.15358,121.45912
25.16504,121.45069
25.18035,121.44474
25.06274,121.64684
25.06507,121.63304
25.00111,121.50195
25.02418,121.47776
25.00914,121.46799
25.02341,121.46857
25.18796,121.43109
25.07756,121.46607
25.08496,121.46655
25.0786,121.46223
25.08332,121.46389
25.13823,121.4634
25.18201,121.42212
25.18741,121.41696
25.17249,121.43881
25.18916,121.44435
25.19254,121.44185
24.10457,120.61441
24.12069,120.60774
24.23529,120.62233
24.26587,120.54613
24.26885,120.54918
24.18269,120.60287
24.19253,120.60651
24.19081,120.61083
24.18814,120.61503
24.23467,120.55942
24.18674,120.60545
24.18355,120.60679
25.06251,121.53765
25.05592,121.51367
25.05347,121.55436
25.05201,121.52556
25.05337,121.5289
25.05583,121.52821
25.06682,121.54213
25.06505,121.54366
25.06424,121.54037
25.13872,121.5021
25.11272,121.50922
25.11416,121.50771
25.05503,121.57823
25.06516,121.59561
25.06708,121.60059
25.04983,121.52853
25.04193,121.58493
25.03884,121.58788
25.05707,121.57658
25.04395,121.58184
25.06816,121.52265
24.97989,121.56753
25.06283,121.52697
25.06491,121.52449
25.06652,121.52762
25.06847,121.52559
25.06987,121.52291
25.0484,121.56586
25.04693,121.55771
25.04566,121.55656
25.04511,121.5836
25.05168,121.58284
25.05064,121.5803
25.06209,121.60347
25.06927,121.61019
25.0716,121.60936
25.06531,121.52565
25.04108,121.5629
25.0213,121.57027
25.05289,121.58599
25.06261,121.59334
25.04991,121.5104
25.04345,121.57539
25.04519,121.57712
22.63441,120.37929
22.63105,120.3607
25.00979,121.50909
25.00952,121.50542
25.02237,121.46779
25.19524,121.42793
25.19623,121.43286
25.19783,121.43878
25.18623,121.43736
25.1912,121.42746
24.99966,121.50602
25.00184,121.48265
24.99665,121.49314
24.98955,121.49125
25.18928,121.43945
25.19039,121.43106
24.99202,121.51563
25.00785,121.50099
25.01135,121.50285
24.99402,121.43294
25.0041,121.44425
25.00607,121.44564
25.01156,121.46734
24.98999,121.43224
24.12768,120.66441
24.12876,120.67126
24.18937,120.70524
24.13821,120.6095
24.11238,120.64948
24.16399,120.72538
24.16678,120.73107
24.16139,120.69208
24.23956,120.71645
24.18277,120.63621
25.00147,121.45569
24.99348,121.48758
25.01735,121.48258
25.02565,121.47465
24.99678,121.49651
24.99181,121.45713
24.99946,121.4465
25.01297,121.48601
25.02046,121.48594
25.00841,121.46333
25.03183,121.4612
25.00149,121.45924
25.02062,121.47025
24.99766,121.46427
25.01368,121.47542
24.08023,120.71452
24.23477,120.63605
24.11364,120.62259
24.26812,120.53977
24.14311,120.60079
24.12953,120.69679
24.06011,120.70093
24.09876,120.69863
24.09556,120.68674
24.14169,120.67568
24.2677,120.5623
24.26475,120.55254
24.14164,120.73255
23.46633,120.48391
23.46779,120.48394
23.47094,120.48727
23.4679,120.48315
23.46546,120.48251
23.4838,120.48759
23.51576,120.44218
23.47648,120.44549
23.49715,120.45226
23.50037,120.45094
23.48863,120.46349
23.49067,120.46129
23.48931,120.4361
24.99601,121.45971
25.02598,121.46657
25.02332,121.47422
25.07193,121.48151
25.07246,121.48576
25.07088,121.48571
25.0695,121.48759
25.07051,121.49094
25.07199,121.4912
25.0653,121.49045
25.00488,121.46129
25.00376,121.45526
24.99849,121.44863
24.99625,121.45622
25.06445,121.48371
25.05899,121.48255
25.06057,121.48823
25.06047,121.4922
25.06145,121.49193
25.07031,121.47976
24.97418,121.53421
24.9714,121.53646
24.97156,121.53904
25.06029,121.50217
25.05596,121.49687
24.98698,121.42686
24.99195,121.45279
25.0079,121.45231
24.97924,121.52477
24.97152,121.53029
24.9845,121.52793
25.06027,121.49978
25.06013,121.4831
25.0235,121.46808
25.0235,121.46745
25.01409,121.47124
25.01927,121.4653
22.67119,120.28554
22.6629,120.3286
25.05439,121.48849
25.05464,121.48322
25.05052,121.49138
25.04861,121.4864
24.97618,121.54687
24.97423,121.54443
25.05844,121.48975
25.05478,121.49171
25.06693,121.64039
25.05793,121.63496
25.05808,121.62602
24.99367,121.49411
24.99352,121.50472
25.03881,121.62429
25.06319,121.64112
25.00801,121.46684
25.01225,121.47128
24.98652,121.51753
25.00244,121.50505
25.00467,121.50779
24.98942,121.50998
24.99299,121.49935
24.99228,121.50424
24.99424,121.4786
25.00354,121.47529
25.00863,121.47468
25.00572,121.48906
25.06206,121.55475
25.04176,121.51866
25.0614,121.53929
25.06225,121.54107
25.06246,121.52705
25.05992,121.5333
25.02979,121.54053
25.0277,121.55132
24.98642,121.56514
24.98935,121.56651
24.99151,121.56836
24.99111,121.56703
25.06314,121.51308
25.06325,121.51162
25.06174,121.51969
25.05826,121.52063
25.03005,121.55764
25.04488,121.54992
25.05419,121.55631
25.05528,121.559
25.05433,121.56545
25.04699,121.53735
25.0203,121.52302
25.04927,121.57205
25.0433,121.5638
25.04459,121.55252
25.04153,121.5524
25.04159,121.54937
25.06129,121.56668
24.98814,121.56356
24.98088,121.56313
24.98181,121.56567
24.98301,121.55404
24.98537,121.57959
25.05633,121.55286
25.06118,121.55098
25.062,121.56019
25.05925,121.56888
25.05834,121.55496
25.07334,121.61962
24.97619,121.5583
24.98959,121.56959
24.98718,121.56059
25.06853,121.51729
25.11044,121.53595
24.21792,120.58057
24.2497,120.73643
24.13564,120.60254
24.1756,120.58959
24.17678,120.6201
24.17534,120.62563
24.24215,120.73557
24.25043,120.71763
24.15024,120.61408
24.17692,120.61593
24.1443,120.6309
24.99057,121.42636
24.99827,121.45266
24.99856,121.45759
25.01666,121.45064
25.04826,121.55235
25.01245,121.4642
25.01252,121.46653
22.72103,120.25875
22.72308,120.28085
22.69372,120.28928
22.66446,120.30765
22.73464,120.28345
22.67525,120.3158
22.62921,120.37953
22.63725,120.28851
22.67165,120.29131
25.05234,121.58152
24.98816,121.55528
24.98747,121.54984
24.98573,121.54532
24.04308,120.69012
24.22232,120.57336
24.17539,120.73614
22.66118,120.28349
22.73716,120.31441
22.73898,120.31628
22.68582,120.32458
22.60899,120.26898
22.64183,120.28051
22.6465,120.29438
22.63903,120.30859
24.25901,120.7087
24.26051,120.72357
24.14768,120.59485
25.0521,121.59053
25.05285,121.59279
25.05604,121.53166
25.0471,121.5277
24.10817,120.59808
24.11369,120.71648
24.25566,120.72248
25.03535,121.49938
25.0355,121.49541
25.03852,121.49881
25.03792,121.50177
25.03364,121.50322
25.03394,121.50117
25.03509,121.50199
25.03595,121.61688
25.04762,121.54043
24.10277,120.62586
24.10113,120.68926
24.08336,120.71228
24.07826,120.68919
24.14312,120.62491
24.16994,120.63256
25.04441,121.50541
25.0417,121.49992
25.04367,121.50218
25.04099,121.50769
25.03771,121.50662
25.05469,121.53686
25.05214,121.5368
25.05246,121.5332
25.04662,121.50717
25.05831,121.61422
25.06642,121.53735
25.05778,121.53692
25.05606,121.54175
25.06106,121.54406
25.06045,121.54077
25.05627,121.61369
25.05326,121.60656
25.05266,121.61275
25.05211,121.59839
25.04796,121.52439
25.05194,121.52766
25.05316,121.53146
25.05025,121.53273
25.05639,121.52752
25.05343,121.59945
25.05766,121.60396
25.05176,121.54217
25.04833,121.53469
25.04861,121.52935
25.04262,121.54443
25.13675,121.50224
25.03336,121.5364
25.0328,121.53746
25.03569,121.5451
25.03473,121.54767
25.05157,121.55118
25.05907,121.56305
25.0722,121.51057
24.98737,121.57726
22.68227,120.34359
22.75757,120.26493
22.7059,120.28704
22.60532,120.32478
22.60462,120.29939
22.60513,120.32202
22.62091,120.28433
22.5694,120.36317
22.61763,120.31566
24.31034,120.55019
24.30252,120.54643
24.2956,120.5441
25.06095,121.54731
25.05804,121.54897
25.0546,121.54486
25.0619,121.56328
25.0622,121.54565
25.06374,121.54767
25.06326,121.51099
25.06327,121.50943
25.05915,121.51033
25.02021,121.50376
25.04937,121.558
25.05152,121.5646
25.05492,121.56701
25.03392,121.60985
25.04681,121.61703
25.04805,121.61594
25.04878,121.56087
25.05136,121.56283
25.05155,121.5636
25.0741,121.51349
25.07717,121.50934
25.06864,121.5107
25.07158,121.51368
25.06647,121.5165
25.07447,121.52003
25.04585,121.54375
25.07378,121.51583
25.07133,121.52024
25.07567,121.51862
25.07598,121.51409
25.05503,121.56876
25.05601,121.50895
24.1628,120.66128
24.32256,120.748
24.2116,120.70605
24.33059,120.74164
24.15865,120.71674
24.25549,120.73601
24.14866,120.6816
24.13291,120.67989
24.15657,120.71534
24.15006,120.71215
22.63447,120.39736
22.59208,120.30916
22.61867,120.33569
24.0874,120.68844
24.16108,120.72849
24.11859,120.64747
24.98859,121.54336
24.97837,121.55548
24.98058,121.55624
24.98471,121.56332
25.10696,121.53234
24.98414,121.56907
24.98574,121.56745
25.02969,121.55766
22.75039,120.33146
22.61714,120.35594
24.1775,120.68484
24.18258,120.61566
24.25886,120.72019
24.25274,120.70577
24.14511,120.60833
24.1463,120.60873
24.10603,120.60904
24.24251,120.71311
24.14768,120.60624
24.20292,121.00537
24.27508,120.78055
24.15139,120.6426
24.17913,120.62287
25.05252,121.60922
25.05201,121.60741
25.05192,121.60642
25.05507,121.6028
25.05009,121.57202
24.23932,120.80722
24.23386,120.80847
25.04797,121.57432
25.04548,121.57207
25.05716,121.59792
25.05437,121.59423
24.99873,121.57985
24.99798,121.57455
24.99886,121.56769
24.99676,121.5596
24.34547,120.58721
24.37892,120.58839
24.34761,120.6242
24.34415,120.61746
24.34661,120.63969
24.26017,120.82761
24.25244,120.8307
24.25885,120.82934
25.0193,121.57105
25.04773,121.56895
25.04732,121.57211
25.0489,121.57841
25.04987,121.57785
25.04405,121.5486
24.35038,120.61575
24.34222,120.62265
24.34069,120.62702
25.02388,121.56984
25.054,121.61334
24.99543,121.54725
24.99118,121.5436
24.34463,120.6237
24.35431,120.62603
24.34981,120.62264
24.34418,120.62688
25.04626,121.57045
25.12081,121.51352
25.07967,121.57584
25.00792,121.53731
24.99982,121.54761
25.05933,121.61677
25.05668,121.61137
25.05629,121.607
25.05485,121.60866
25.00467,121.55684
25.04201,121.54612
24.32296,120.69762
24.31651,120.72408
24.19802,120.54373
24.31008,120.73308
24.30637,120.7177
24.23686,120.55765
24.17913,120.63592
24.24603,120.54208
24.34353,120.62592
24.10141,120.6983
24.09421,120.70994
24.15268,120.72636
24.33212,120.65459
24.33218,120.65077
24.3781,120.65396
24.38297,120.653
24.14804,120.73432
24.14477,120.72333
24.25826,120.64873
24.24723,120.68146
24.26049,120.65863
24.18695,120.68786
24.25528,120.72429
22.56947,120.35013
22.67847,120.29829
22.5608,120.37361
22.60967,120.31034
22.6367,120.30248
24.26935,120.55791
24.27824,120.55876
24.26312,120.57032
24.18093,120.61911
24.22857,120.6431
24.21543,120.64953
24.22432,120.6495
24.22345,120.64709
24.22917,120.64819
24.22431,120.62829
24.26851,120.5742
24.2042,120.67855
24.20889,120.6178
24.20865,120.61154
24.16584,120.66929
22.75546,120.31301
22.77054,120.28138
22.75479,120.33151
22.75561,120.33461
22.65656,120.27542
22.66828,120.28631
22.63431,120.34164
22.63317,120.37475
24.25492,120.5315
24.24368,120.73018
24.23686,120.72045
24.24914,120.71101
24.1539,120.54139
24.25991,120.53398
24.25359,120.53005
24.1081,120.60332
24.11109,120.59415
24.10539,120.64057
24.15446,120.54441
24.15414,120.54275
24.10829,120.62334
24.26208,120.71317
24.26098,120.7196
24.24529,120.71382
24.23971,120.70342
24.23773,120.70643
24.24496,120.72356
24.24991,120.70462
24.26021,120.73631
24.13832,120.64284
24.15189,120.62638
24.10924,120.6371
24.25452,120.72265
24.25573,120.74168
24.2579,120.73313
24.25659,120.71672
24.25586,120.71263
24.26221,120.74569
24.24751,120.73032
24.25259,120.71864
24.1708,120.66298
24.1582,120.63774
24.18568,120.62665
24.16975,120.66217
24.14879,120.65278
24.21325,120.70494
24.20382,120.7227
24.21615,120.70029
24.21707,120.70539
24.07319,120.69985
24.0615,120.70012
24.05584,120.69742
24.19486,120.6883
24.19379,120.68376
24.24243,120.71827
24.24698,120.7212
24.24111,120.72528
24.24451,120.70472
24.25164,120.71288
24.17756,120.67669
24.17887,120.6791
24.17787,120.72316
24.24903,120.71441
24.09461,120.67818
24.09953,120.67845
24.12003,120.68846
24.20462,120.70885
24.10571,120.67477
24.18286,120.62759
22.56108,120.34757
22.65351,120.27568
22.65109,120.29174
22.63537,120.37444
22.64754,120.30903
25.05469,121.61669
25.04697,121.61375
25.04499,121.61775
25.04139,121.6191
25.03564,121.61415
25.03918,121.56654
25.0401,121.56822
25.07896,121.59921
25.07792,121.59354
25.06657,121.6136
25.07669,121.61709
25.08722,121.62306
25.07988,121.58287
25.08317,121.58109
25.08357,121.58534
25.08165,121.58891
25.0835,121.59454
25.07332,121.60223
25.0733,121.59834
25.05594,121.57865
25.05301,121.57592
25.07151,121.58991
25.06877,121.59265
25.0674,121.59749
25.07249,121.60796
25.06709,121.58002
25.06286,121.57497
25.06256,121.58607
25.05827,121.58707
25.06058,121.5911
25.06835,121.58323
25.07335,121.57951
25.06853,121.57813
25.06915,121.58898
25.07007,121.62055
25.06181,121.59447
24.09518,120.7004
24.18244,120.61502
24.17712,120.61432
24.17313,120.61343
24.15077,120.6549
25.04239,121.61683
25.04054,121.61374
25.04763,121.61145
25.05768,121.58159
25.05653,121.58345
25.0539,121.58084
25.0559,121.57991
24.0847,120.69365
24.08611,120.70201
24.08655,120.72201
24.10441,120.69877
24.09988,120.69476
24.15391,120.66382
25.05575,121.58486
24.20087,120.52341
24.08778,120.69557
24.0898,120.69112
24.17331,120.64106
24.17152,120.64273
25.01027,121.5331
24.15006,120.72839
24.12079,120.7207
24.14222,120.72286
24.12264,120.71838
24.14435,120.72167
24.21007,120.58112
24.11029,120.69004
24.10991,120.68375
24.13121,120.73726
24.11776,120.71478
24.13094,120.72047
24.15081,120.64848
24.14053,120.65466
24.22971,120.5699
24.214,120.54967
24.10456,120.67967
24.24282,120.56844
24.14143,120.65719
22.78466,120.27211
22.66554,120.28434
22.61323,120.30492
24.15436,120.71975
24.10304,120.62102
24.16609,120.69363
24.10247,120.67465
24.15393,120.64658
24.19278,120.65929
24.24119,120.55572
24.15946,120.71579
24.15369,120.65128
24.15552,120.66304
22.64099,120.32886
22.77028,120.35992
22.607,120.32026
22.61507,120.31296
22.59235,120.32181
24.18627,120.58595
24.10674,120.68673
24.13747,120.71251
24.15664,120.73372
24.15282,120.62884
24.13468,120.65313
24.18381,120.61427
24.17958,120.61469
24.18337,120.53022
24.19213,120.54509
24.19956,120.56215
24.10028,120.68267
24.23752,120.55638
24.23888,120.56583
24.24384,120.56529
24.23781,120.56093
24.19991,120.49843
24.20441,120.52102
24.20348,120.52501
24.15834,120.71798
24.15087,120.64428
24.16351,120.68513
24.18224,120.67873
24.20147,120.56799
24.13703,120.72475
24.15801,120.71939
24.22543,120.57723
24.12057,120.69077
24.24343,120.56675
24.24928,120.56504
24.23392,120.56586
24.23736,120.56425
24.1429,120.63085
24.20077,120.68406
24.1385,120.63583
24.13997,120.64297
24.14675,120.64385
24.21745,120.57138
24.21576,120.57981
25.03841,121.58355
25.04189,121.53376
25.07842,121.58464
25.07695,121.58764
25.07504,121.58375
25.07758,121.58381
25.07777,121.57961
25.07538,121.58079
25.04281,121.58613
25.03846,121.58618
25.07932,121.56869
25.08296,121.5752
25.08598,121.572
25.08436,121.59478
25.0878,121.59227
25.08785,121.5879
25.04437,121.58133
25.04843,121.58154
25.04608,121.58315
25.04592,121.5882
25.03476,121.56865
25.08279,121.56687
25.08205,121.56716
25.07021,121.61593
25.07177,121.61491
25.04239,121.53324
25.0745,121.57389
25.07524,121.5772
25.03126,121.54339
25.08395,121.60185
25.04591,121.59226
25.04128,121.59089
25.05014,121.59238
25.04919,121.58832
25.08803,121.59958
25.07958,121.59336
25.07864,121.59177
24.18234,120.642
24.15805,120.64403
24.14234,120.64057
24.17106,120.66571
24.13454,120.60872
24.1377,120.639
24.15187,120.63052
24.14725,120.6122
24.14051,120.61049
24.13467,120.64454
24.16931,120.64451
24.10255,120.68722
24.10036,120.68707
24.13993,120.64688
24.17754,120.62188
24.18972,120.61381
24.16569,120.65929
24.19061,120.61472
24.16623,120.66372
24.10377,120.68377
24.13746,120.68435
24.19446,120.68216
24.18206,120.7014
24.1732,120.68178
24.19398,120.60709
24.17192,120.68567
24.16061,120.65492
24.17888,120.69668
24.15999,120.63964
24.18313,120.59352
24.14692,120.6783
24.14402,120.70205
24.15924,120.65532
24.16712,120.69152
24.15573,120.65409
24.22628,120.70537
24.10797,120.67581
24.10187,120.62811
24.10603,120.61691
24.10704,120.60282
24.22164,120.57919
24.12439,120.67149
24.16137,120.65684
24.12688,120.6844
25.0427,121.58112
24.16264,120.72146
24.17032,120.72337
24.17686,120.73274
24.15934,120.72069
24.16547,120.72322
24.17492,120.64209
24.17018,120.69426
24.16099,120.64453
24.16474,120.6967
24.16407,120.64012
24.17178,120.70236
24.18299,120.68631
24.1947,120.68049
24.1738,120.73008
24.17692,120.63577
24.16591,120.63341
24.13345,120.64431
24.12862,120.66456
24.12861,120.68491
24.1401,120.6913
25.03003,121.56287
24.16614,120.64292
24.13166,120.65325
24.13557,120.67733
24.16789,120.63889
24.16143,120.6487
24.1364,120.65788
24.15716,120.68484
24.14338,120.6562
25.03306,121.5662
25.03338,121.56333
25.03801,121.56541
25.03607,121.56535
25.03627,121.56383
25.03899,121.56369
25.03599,121.56218
25.03894,121.57915
25.0347,121.58018
25.03301,121.58096
25.03423,121.57636
25.03318,121.55725
25.03513,121.5561
25.0391,121.5569
25.03635,121.53833
25.04091,121.53295
25.03295,121.56867
25.03471,121.57301
25.0382,121.57495
25.02868,121.56672
25.03189,121.56678
25.03275,121.56337
25.03281,121.55756
25.03452,121.5576
25.03745,121.5602
24.99136,121.54008
25.03961,121.57199
25.04412,121.51025
25.04533,121.50944
25.04677,121.50989
25.04297,121.51643
25.03616,121.56983
25.04448,121.53946
25.02668,121.56175
25.03162,121.57396
25.03222,121.56974
25.02863,121.56981
25.02678,121.56884
25.03516,121.50641
25.04463,121.53665
25.02868,121.55932
25.02698,121.55841
25.0459,121.53068
25.03332,121.53435
22.56851,120.33423
22.62069,120.27975
22.56809,120.37071
22.59988,120.40453
22.58782,120.34907
24.16867,120.6531
24.17465,120.63923
24.17284,120.64493
24.14435,120.6648
24.12043,120.67369
24.13508,120.66293
24.126,120.66491
24.12172,120.66129
24.13229,120.66114
24.11674,120.66488
24.11851,120.65435
24.1149,120.67153
24.13175,120.67634
24.12096,120.66988
24.11456,120.66834
24.11357,120.67571
24.11505,120.6784
24.11651,120.6763
24.11872,120.69236
24.13977,120.65708
24.13885,120.70752
24.11477,120.68399
24.14097,120.6969
24.13401,120.69385
24.18219,120.61962
24.13858,120.69669
24.15778,120.69097
24.13654,120.6737
24.17106,120.6759
24.12391,120.67719
24.12956,120.69059
24.12627,120.68827
24.13333,120.69708
24.13829,120.67875
24.11582,120.67951
24.11533,120.65652
24.18161,120.67207
24.16482,120.66496
24.1764,120.67659
24.16416,120.69081
24.14124,120.66653
24.16158,120.6766
24.11569,120.6289
24.12057,120.62915
24.11036,120.69199
24.1164,120.67415
24.11144,120.69509
25.01602,121.52565
22.68733,120.3165
22.61898,120.28411
22.66117,120.30708
22.7082,120.28913
22.72803,120.31277
24.14677,120.66477
24.14521,120.67118
24.15248,120.66628
24.14104,120.66177
24.15676,120.65917
24.13526,120.65436
24.15562,120.67097
24.15748,120.67547
24.17811,120.66567
24.18425,120.60975
24.15649,120.63439
24.13593,120.64462
24.18361,120.61377
24.17396,120.61723
24.14607,120.69429
24.14895,120.68705
24.15556,120.69665
24.17242,120.6481
24.16607,120.68241
24.18006,120.62722
24.12378,120.66559
24.14431,120.66773
24.19454,120.66211
24.17793,120.66484
24.18257,120.66238
24.19658,120.65725
25.0416,121.50842
25.04129,121.5112
25.03705,121.51249
25.03545,121.51327
25.03763,121.51709
25.04092,121.54825
25.03754,121.55285
25.03333,121.54977
25.03706,121.55166
25.03304,121.55171
25.03648,121.50951
25.03792,121.50846
25.0332,121.5439
25.03358,121.54141
25.10893,121.46639
25.10304,121.48297
25.1064,121.4836
25.11314,121.48974
25.09669,121.49706
25.03317,121.54639
25.03786,121.51985
25.0357,121.5241
25.04428,121.52336
25.03915,121.52163
25.04527,121.5222
25.04193,121.52459
25.04035,121.5436
25.04367,121.52849
25.03753,121.53523
25.03534,121.5354
25.03701,121.54348
25.03935,121.53828
25.10261,121.48819
25.03907,121.5138
25.03938,121.50772
25.04177,121.53833
25.04003,121.53299
22.66766,120.30562
24.11898,120.66733
24.12212,120.65271
24.1637,120.66819
24.2009,120.70633
24.22401,120.69663
24.17569,120.66549
24.15746,120.66911
24.15071,120.65752
24.15157,120.69372
24.17177,120.66965
24.16879,120.66804
24.16819,120.67118
24.16509,120.67322
24.19466,120.69812
24.19696,120.69618
24.23163,120.70538
24.15683,120.66509
24.19207,120.68019
24.20982,120.70506
24.1552,120.69315
22.61491,120.30124
25.03211,121.49502
25.03567,121.51006
25.02673,121.49176
25.03284,121.48908
25.03397,121.49029
25.03203,121.49127
25.03062,121.49021
25.08637,121.56574
25.08311,121.57155
25.08398,121.57725
25.02931,121.55721
25.03543,121.50834
25.0132,121.56335
25.01545,121.56134
25.02721,121.54988
25.08707,121.56406
25.03388,121.49293
25.02952,121.55406
25.02811,121.55671
25.03383,121.4946
25.08522,121.57462
24.18416,120.62042
24.18552,120.61743
24.15529,120.62992
24.18231,120.66735
24.11275,120.67368
24.19795,120.68357
24.19141,120.66219
24.18019,120.6215
24.11682,120.66844
24.11897,120.66449
24.11961,120.66335
24.11638,120.65387
24.12784,120.64366
24.1466,120.65071
24.13214,120.66928
24.12821,120.66421
24.12508,120.66905
24.13556,120.66689
24.13618,120.66582
24.13159,120.66167
22.86157,120.26654
22.58896,120.29666
22.59824,120.32921
22.87912,120.32976
22.70142,120.34811
24.113,120.62792
24.11258,120.62857
24.19127,120.66066
24.18006,120.71534
24.17843,120.65047
24.17957,120.6228
24.12479,120.65969
24.11892,120.65386
24.12023,120.65585
24.14424,120.64019
24.16811,120.63414
24.16401,120.63176
24.14811,120.63246
24.194,120.66082
24.13521,120.66283
23.4801,120.48215
23.48497,120.45823
23.49185,120.47722
23.4844,120.42305
23.49447,120.43527
23.49285,120.45442
23.4785,120.45631
25.02075,121.52771
25.12501,121.47158
25.13539,121.478
25.02332,121.49264
25.02516,121.49604
25.02744,121.49619
25.03267,121.49757
25.01688,121.49534
25.03301,121.5016
25.0902,121.50622
25.09833,121.54788
25.09763,121.53402
25.09312,121.51419
25.08279,121.51219
25.02257,121.49807
25.03132,121.50745
25.02964,121.50258
25.02582,121.50255
25.03124,121.50122
25.03116,121.50336
25.00346,121.54709
25.00219,121.54454
25.08824,121.51054
25.09058,121.50142
25.09346,121.50376
25.10467,121.51654
25.10641,121.52944
25.02481,121.50755
25.02594,121.50651
25.0241,121.50289
25.02085,121.50539
25.00587,121.55012
25.00465,121.54916
25.02442,121.5107
25.02297,121.50845
25.10459,121.52417
25.02485,121.50898
25.03024,121.50904
25.08678,121.50948
25.08505,121.51166
25.08393,121.51169
25.08254,121.5075
25.07894,121.51121
25.09106,121.51502
25.09755,121.54036
25.02543,121.51052
25.02643,121.50936
25.02598,121.50806
25.02886,121.50518
24.99812,121.53663
25.01975,121.4973
25.02626,121.51402
25.0237,121.54899
25.02215,121.54839
25.10143,121.53585
25.10113,121.55159
25.02361,121.49529
25.0216,121.49597
24.18802,120.66724
24.1785,120.7059
24.18208,120.70637
24.17705,120.71742
24.1732,120.71902
24.15765,120.68291
24.19033,120.68324
24.19045,120.68567
24.16593,120.6371
24.15685,120.68891
24.15085,120.7013
24.18432,120.64148
24.18429,120.64241
24.17015,120.64056
24.16114,120.70594
24.17374,120.70745
24.20998,120.70103
24.1263,120.68724
24.13405,120.67331
24.13556,120.70097
22.7635,120.30188
22.60329,120.33508
22.61245,120.35884
22.56593,120.35301
22.63037,120.26234
22.72275,120.3314
25.02621,121.53171
25.11093,121.51382
23.46968,120.44301
23.47462,120.44664
23.48454,120.44918
25.02805,121.52155
25.02698,121.52081
25.02723,121.51659
25.02933,121.51854
25.02923,121.52058
25.03383,121.52815
25.03519,121.5245
25.03325,121.52436
25.03164,121.52661
25.031,121.52211
25.03239,121.51866
25.03376,121.51772
25.03124,121.51459
25.02338,121.51889
25.02984,121.53107
25.02701,121.52164
24.21641,120.68379
24.20268,120.70469
24.1888,120.68022
24.18361,120.68643
24.18684,120.68651
24.19043,120.68835
24.18691,120.68951
24.11237,120.65767
24.12348,120.65699
24.18557,120.68665
24.18005,120.68758
24.17921,120.68482
24.18049,120.69022
24.17675,120.69984
24.16808,120.6984
24.18195,120.71978
24.17559,120.71567
24.18948,120.70236
24.10875,120.6527
24.12898,120.65335
24.1308,120.64913
24.13191,120.64967
24.19564,120.70405
24.21136,120.7061
24.23419,120.71056
25.02606,121.53738
25.0276,121.52217
25.02715,121.52293
25.02895,121.5379
25.02657,121.53515
25.02102,121.52751
25.02345,121.52498
25.02638,121.52971
25.0266,121.52973
25.0197,121.529
25.02069,121.52456
25.02277,121.52289
25.02092,121.52049
25.02669,121.52529
25.02021,121.52942
22.68467,120.33969
22.61961,120.32555
22.88146,120.48448
22.75463,120.2675
22.57177,120.363
22.84143,120.26761
22.88305,120.32728
22.61215,120.30641
22.60625,120.3315
25.02694,121.52224
25.0255,121.52346
24.99621,121.54043
24.99366,121.54124
24.99898,121.5403
25.11978,121.50422
25.11587,121.50576
25.1137,121.52437
25.10991,121.53039
25.10455,121.53195
25.10225,121.52286
25.02035,121.55769
25.02397,121.55266
25.02561,121.55409
25.02705,121.55551
25.02694,121.55325
25.0181,121.55929
25.1144,121.51307
25.11865,121.5235
25.00144,121.53983
25.01856,121.55558
25.021,121.55211
25.01623,121.55037
25.00402,121.54074
25.0027,121.53861
25.00115,121.53916
25.00154,121.5364
25.0189,121.55013
24.12939,120.64389
24.13488,120.64733
24.16063,120.69911
