WKT,行政區,場所名稱,場所地址,管理單位,連絡電話,場所開放時間,飲水台數,設置地點,緯度,經度,名稱,說明,鄉鎮市區,地址,描述,聯絡電話,開放星期(一),開放時間(一),開放星期(二),開放時間(二),冰,溫,熱,WGS84_X,WGS84_Y
"POINT (120.218218 23.048455 0.0)",,,,,,,,,,,安順國民小學,鄉鎮市區: 安南區
地址: 安和路3段193號
描述: -
聯絡電話: 06-3559451
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.218218
WGS84_Y: 23.048455,安南區,安和路3段193號,-,06-3559451,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.218218,23.048455
"POINT (120.193011 23.04046 0.0)",,,,,,,,,,,安慶國民小學,鄉鎮市區: 安南區
地址: 安中路1段703巷80號
描述: -
聯絡電話: 06-2460334
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.193011
WGS84_Y: 23.040460,安南區,安中路1段703巷80號,-,06-2460334,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.193011,23.040460
"POINT (120.218328 23.066598 0.0)",,,,,,,,,,,和順國民小學,鄉鎮市區: 安南區
地址: 安和路5段178巷5號
描述: -
聯絡電話: 06-3560691
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.218328
WGS84_Y: 23.066598,安南區,安和路5段178巷5號,-,06-3560691,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.218328,23.066598
"POINT (120.197816 23.065151 0.0)",,,,,,,,,,,長安國民小學,鄉鎮市區: 安南區
地址: 長溪路3段249號
描述: -
聯絡電話: 06-2569914
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.197816
WGS84_Y: 23.065151,安南區,長溪路3段249號,-,06-2569914,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.197816,23.065151
"POINT (120.11684 23.076717 0.0)",,,,,,,,,,,青草國民小學,鄉鎮市區: 安南區
地址: 青砂街2段105巷32號
描述: -
聯絡電話: 06-2577631
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.116840
WGS84_Y: 23.076717,安南區,青砂街2段105巷32號,-,06-2577631,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.116840,23.076717
"POINT (120.160434 23.073658 0.0)",,,,,,,,,,,南興國民小學,鄉鎮市區: 安南區
地址: 公學路5段627號
描述: -
聯絡電話: 06-2873204
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.160434
WGS84_Y: 23.073658,安南區,公學路5段627號,-,06-2873204,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.160434,23.073658
"POINT (120.200436 23.027651 0.0)",,,,,,,,,,,海佃國民小學,鄉鎮市區: 安南區
地址: 郡安路5段56號
描述: -
聯絡電話: 06-2505013
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.200436
WGS84_Y: 23.027651,安南區,郡安路5段56號,-,06-2505013,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.200436,23.027651
"POINT (120.174681 23.04882 0.0)",,,,,,,,,,,海東國民小學,鄉鎮市區: 安南區
地址: 安中路3段381號
描述: -
聯絡電話: 06-2567146
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.174681
WGS84_Y: 23.048820,安南區,安中路3段381號,-,06-2567146,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.174681,23.048820
"POINT (120.145438 23.078165 0.0)",,,,,,,,,,,學東國民小學,鄉鎮市區: 安南區
地址: 公學路6段589號
描述: -
聯絡電話: 06-2870017
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.145438
WGS84_Y: 23.078165,安南區,公學路6段589號,-,06-2870017,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.145438,23.078165
"POINT (120.134246 23.019056 0.0)",,,,,,,,,,,鎮海國民小學,鄉鎮市區: 安南區
地址: 大眾街381號
描述: -
聯絡電話: 06-2841700
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.134246
WGS84_Y: 23.019056,安南區,大眾街381號,-,06-2841700,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.134246,23.019056
"POINT (120.127265 23.036254 0.0)",,,,,,,,,,,顯宮國民小學,鄉鎮市區: 安南區
地址: 顯宮二街1號
描述: -
聯絡電話: 06-2841723
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.127265
WGS84_Y: 23.036254,安南區,顯宮二街1號,-,06-2841723,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.127265,23.036254
"POINT (120.178582 23.049363 0.0)",,,,,,,,,,,安南國民中學,鄉鎮市區: 安南區
地址: 安中路3段252號
描述: -
聯絡電話: 06-2567384
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.178582
WGS84_Y: 23.049363,安南區,安中路3段252號,-,06-2567384,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.178582,23.049363
"POINT (120.218475 23.049659 0.0)",,,,,,,,,,,安順國民中學,鄉鎮市區: 安南區
地址: 安和路3段227號
描述: -
聯絡電話: 06-3559652
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.218475
WGS84_Y: 23.049659,安南區,安和路3段227號,-,06-3559652,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.218475,23.049659
"POINT (120.221208 23.066504 0.0)",,,,,,,,,,,和順國民中學,鄉鎮市區: 安南區
地址: 安和路5段84巷66號
描述: -
聯絡電話: 06-3551440
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.221208
WGS84_Y: 23.066504,安南區,安和路5段84巷66號,-,06-3551440,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.221208,23.066504
"POINT (120.198998 23.02772 0.0)",,,,,,,,,,,海佃國民中學,鄉鎮市區: 安南區
地址: 郡安路5段58號
描述: -
聯絡電話: 06-3507486
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.198998
WGS84_Y: 23.027720,安南區,郡安路5段58號,-,06-3507486,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.198998,23.027720
"POINT (120.126888 23.066318 0.0)",,,,,,,,,,,安南區土城圖書館,鄉鎮市區: 安南區
地址: 城安路85號
描述: 一樓右側洗手間旁
聯絡電話: 06-2571260
開放星期(一): 星期三~星期日
開放時間(一): 09:00~20:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.126888
WGS84_Y: 23.066318,安南區,城安路85號,一樓右側洗手間旁,06-2571260,星期三~星期日,09:00~20:00,-,-,FALSE,TRUE,TRUE,120.126888,23.066318
"POINT (120.18447 23.04727 0.0)",,,,,,,,,,,安南區安南圖書館,鄉鎮市區: 安南區
地址: 安中路二段308號
描述: 入口前方洗手間旁
聯絡電話: 06-2567758
開放星期(一): 星期二~星期日
開放時間(一): 09:00~19:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.184470
WGS84_Y: 23.047270,安南區,安中路二段308號,入口前方洗手間旁,06-2567758,星期二~星期日,09:00~19:00,-,-,FALSE,TRUE,TRUE,120.184470,23.047270
"POINT (120.13817 23.00248 0.0)",,,,,,,,,,,台江國家公園遊客中心,鄉鎮市區: 安南區
地址: 四草大道118號
描述: 面對遊客中心左側通道內茶水間
聯絡電話: 06-2842600
開放星期(一): 星期二~星期日
開放時間(一): 09:00~16:40
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.138170
WGS84_Y: 23.002480,安南區,四草大道118號,面對遊客中心左側通道內茶水間,06-2842600,星期二~星期日,09:00~16:40,-,-,TRUE,TRUE,TRUE,120.138170,23.002480
"POINT (120.18088 23.04761 0.0)",,,,,,,,,,,財政部南區國稅局安南稽徵所,鄉鎮市區: 安南區
地址: 安中路三段139號二樓
描述: 入口右側
聯絡電話: 06-2467780
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.180880
WGS84_Y: 23.047610,安南區,安中路三段139號二樓,入口右側,06-2467780,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.180880,23.047610
"POINT (120.235142 23.058206 0.0)",,,,,,,,,,,國立臺灣歷史博物館,鄉鎮市區: 安南區
地址: 長和路一段250號
描述: 展示教育大樓1樓洗手間前面(需先通知服務人員由8號門進入)
聯絡電話: 06-3568889
開放星期(一): 星期一~星期日
開放時間(一): 09:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.235142
WGS84_Y: 23.058206,安南區,長和路一段250號,展示教育大樓1樓洗手間前面(需先通知服務人員由8號門進入),06-3568889,星期一~星期日,09:00~17:00,-,-,TRUE,TRUE,TRUE,120.235142,23.058206
"POINT (120.234711 23.058149 0.0)",,,,,,,,,,,國立臺灣歷史博物館行政典藏大樓,鄉鎮市區: 安南區
地址: 長和路一段250號
描述: 行政典藏大樓1樓茶水間(進門直走電梯前左轉進門後左轉，需先知會保全)
聯絡電話: 06-3568889
開放星期(一): 星期一~星期日
開放時間(一): 09:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.234711
WGS84_Y: 23.058149,安南區,長和路一段250號,行政典藏大樓1樓茶水間(進門直走電梯前左轉進門後左轉，需先知會保全),06-3568889,星期一~星期日,09:00~17:00,-,-,TRUE,TRUE,TRUE,120.234711,23.058149
"POINT (120.234885 23.058643 0.0)",,,,,,,,,,,國立臺灣歷史博物館展示教育大樓,鄉鎮市區: 安南區
地址: 長和路一段250號
描述: 展示教育大樓1樓兒童廳(需購票進入)
聯絡電話: 06-3568889
開放星期(一): 星期一~星期日
開放時間(一): 09:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.234885
WGS84_Y: 23.058643,安南區,長和路一段250號,展示教育大樓1樓兒童廳(需購票進入),06-3568889,星期一~星期日,09:00~17:00,-,-,TRUE,TRUE,TRUE,120.234885,23.058643
"POINT (120.235186 23.058344 0.0)",,,,,,,,,,,國立臺灣歷史博物館展示教育大樓二樓,鄉鎮市區: 安南區
地址: 長和路一段250號
描述: 展示教育大樓2樓洗手間前面(需購票進入)
聯絡電話: 06-3568889
開放星期(一): 星期一~星期日
開放時間(一): 09:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.235186
WGS84_Y: 23.058344,安南區,長和路一段250號,展示教育大樓2樓洗手間前面(需購票進入),06-3568889,星期一~星期日,09:00~17:00,-,-,TRUE,TRUE,TRUE,120.235186,23.058344
"POINT (120.147457 23.045414 0.0)",,,,,,,,,,,經濟部工業局臺南科技工業區服務中心,鄉鎮市區: 安南區
地址: 科技公園大道1號一樓
描述: 入口對面茶水間內
聯絡電話: 06-3840234
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.147457
WGS84_Y: 23.045414,安南區,科技公園大道1號一樓,入口對面茶水間內,06-3840234,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.147457,23.045414
"POINT (120.14789 23.04948 0.0)",,,,,,,,,,,經濟部水利署國立成功大學水工試驗所,鄉鎮市區: 安南區
地址: 安明路三段500號一樓
描述: 進門右轉茶水間
聯絡電話: 06-2371938
開放星期(一): 星期一~星期日
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.147890
WGS84_Y: 23.049480,安南區,安明路三段500號一樓,進門右轉茶水間,06-2371938,星期一~星期日,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.147890,23.049480
"POINT (120.22317 23.06508 0.0)",,,,,,,,,,,臺南市立安南醫院,鄉鎮市區: 安南區
地址: 長和路二段66號
描述: 大廳服務台左轉左側飲水機
聯絡電話: 06-3553111
開放星期(一): 星期一~星期日
開放時間(一): 07:00~22:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.223170
WGS84_Y: 23.065080,安南區,長和路二段66號,大廳服務台左轉左側飲水機,06-3553111,星期一~星期日,07:00~22:00,-,-,FALSE,TRUE,TRUE,120.223170,23.065080
"POINT (120.17602 23.04896 0.0)",,,,,,,,,,,臺南市政府警察局保安警察大隊第二中隊,鄉鎮市區: 安南區
地址: 安中路三段356號
描述: 請詢問值班人員
聯絡電話: 06-2566509
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.176020
WGS84_Y: 23.048960,安南區,安中路三段356號,請詢問值班人員,06-2566509,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.176020,23.048960
"POINT (120.12911 23.06235 0.0)",,,,,,,,,,,臺南市政府警察局第三分局土城派出所,鄉鎮市區: 安南區
地址: 城西街一段40號
描述: 請詢問值班人員
聯絡電話: 06-2577403
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: FALSE
熱: TRUE
WGS84_X: 120.129110
WGS84_Y: 23.062350,安南區,城西街一段40號,請詢問值班人員,06-2577403,星期一~星期日,全天,-,-,TRUE,FALSE,TRUE,120.129110,23.062350
"POINT (120.195431 23.043329 0.0)",,,,,,,,,,,臺南市政府警察局第三分局安中派出所,鄉鎮市區: 安南區
地址: 安中路一段788號
描述: 請詢問值班人員
聯絡電話: 06-2467808
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.195431
WGS84_Y: 23.043329,安南區,安中路一段788號,請詢問值班人員,06-2467808,星期一~星期日,全天,-,-,FALSE,TRUE,TRUE,120.195431,23.043329
"POINT (120.173694 23.064197 0.0)",,,,,,,,,,,臺南市政府警察局第三分局安佃派出所,鄉鎮市區: 安南區
地址: 海佃路四段496號
描述: 請詢問值班人員
聯絡電話: 06-2567620
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.173694
WGS84_Y: 23.064197,安南區,海佃路四段496號,請詢問值班人員,06-2567620,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.173694,23.064197
"POINT (120.174563 23.049587 0.0)",,,,,,,,,,,臺南市政府警察局第三分局安南派出所,鄉鎮市區: 安南區
地址: 安中路三段396號
描述: 請詢問值班人員
聯絡電話: 06-2567910
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.174563
WGS84_Y: 23.049587,安南區,安中路三段396號,請詢問值班人員,06-2567910,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.174563,23.049587
"POINT (120.210366 23.031398 0.0)",,,,,,,,,,,臺南市政府警察局第三分局安順派出所,鄉鎮市區: 安南區
地址: 安西一街17號
描述: 請詢問值班人員
聯絡電話: 06-2462800
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.210366
WGS84_Y: 23.031398,安南區,安西一街17號,請詢問值班人員,06-2462800,星期一~星期日,08:00~22:00,-,-,FALSE,TRUE,TRUE,120.210366,23.031398
"POINT (120.218464 23.062346 0.0)",,,,,,,,,,,臺南市政府警察局第三分局和順派出所,鄉鎮市區: 安南區
地址: 安和路四段569號
描述: 請詢問值班人員
聯絡電話: 06-3554134
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.218464
WGS84_Y: 23.062346,安南區,安和路四段569號,請詢問值班人員,06-3554134,星期一~星期日,全天,-,-,FALSE,TRUE,TRUE,120.218464,23.062346
"POINT (120.12988 23.04001 0.0)",,,,,,,,,,,臺南市政府警察局第三分局顯宮派出所,鄉鎮市區: 安南區
地址: 媽祖宮路50號
描述: 請詢問值班人員
聯絡電話: 06-2841320
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.129880
WGS84_Y: 23.040010,安南區,媽祖宮路50號,請詢問值班人員,06-2841320,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.129880,23.040010
"POINT (120.20335 23.12347 0.0)",,,,,,,,,,,臺南市西港區衛生所,鄉鎮市區: 西港區
地址: 中山路368號
描述: 進門掛號櫃台右側
聯絡電話: 06-7952338
開放星期(一): 星期一~星期五
開放時間(一): 08:30~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.203350
WGS84_Y: 23.123470,西港區,中山路368號,進門掛號櫃台右側,06-7952338,星期一~星期五,08:30~17:30,-,-,FALSE,TRUE,FALSE,120.203350,23.123470
"POINT (120.202925 23.122702 0.0)",,,,,,,,,,,臺南市佳里戶政事務所西港辦公處,鄉鎮市區: 西港區
地址: 中山路337號
描述: 請詢問值班人員
聯絡電話: 06-7952414
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.202925
WGS84_Y: 23.122702,西港區,中山路337號,請詢問值班人員,06-7952414,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.202925,23.122702
"POINT (120.202006 23.120038 0.0)",,,,,,,,,,,西港公有零售市場,鄉鎮市區: 西港區
地址: 慶安路59巷17號
描述: 二樓管理室
聯絡電話: 06-7961023
開放星期(一): 星期一~星期日
開放時間(一): 07:30~11:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.202006
WGS84_Y: 23.120038,西港區,慶安路59巷17號,二樓管理室,06-7961023,星期一~星期日,07:30~11:30,-,-,FALSE,TRUE,TRUE,120.202006,23.120038
"POINT (120.195259 23.118982 0.0)",,,,,,,,,,,港明高級中學,鄉鎮市區: 西港區
地址: 慶安路229號
描述: -
聯絡電話: 06-7952025
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.195259
WGS84_Y: 23.118982,西港區,慶安路229號,-,06-7952025,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.195259,23.118982
"POINT (120.202954 23.125563 0.0)",,,,,,,,,,,臺南市政府消防局第三大隊西港分隊,鄉鎮市區: 西港區
地址: 中山路450號
描述: 請詢問值班人員
聯絡電話: 06-7952074
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.202954
WGS84_Y: 23.125563,西港區,中山路450號,請詢問值班人員,06-7952074,星期一~星期日,08:00~22:00,-,-,TRUE,TRUE,TRUE,120.202954,23.125563
"POINT (120.203413 23.122983 0.0)",,,,,,,,,,,臺南市西港區公所,鄉鎮市區: 西港區
地址: 文化路1號
描述: 一樓服務台後方樓梯旁
聯絡電話: 06-7952601
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.203413
WGS84_Y: 23.122983,西港區,文化路1號,一樓服務台後方樓梯旁,06-7952601,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.203413,23.122983
"POINT (120.180717 23.121524 0.0)",,,,,,,,,,,成功國民小學(西港),鄉鎮市區: 西港區
地址: 竹林里11號
描述: -
聯絡電話: 06-7952204
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.180717
WGS84_Y: 23.121524,西港區,竹林里11號,-,06-7952204,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.180717,23.121524
"POINT (120.199474 23.122869 0.0)",,,,,,,,,,,西港國民小學,鄉鎮市區: 西港區
地址: 進學街60號
描述: -
聯絡電話: 06-7952005
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.199474
WGS84_Y: 23.122869,西港區,進學街60號,-,06-7952005,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.199474,23.122869
"POINT (120.229705 23.134803 0.0)",,,,,,,,,,,松林國民小學,鄉鎮市區: 西港區
地址: 羨林里39之1號
描述: -
聯絡電話: 06-7952205
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.229705
WGS84_Y: 23.134803,西港區,羨林里39之1號,-,06-7952205,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.229705,23.134803
"POINT (120.214573 23.140122 0.0)",,,,,,,,,,,後營國民小學,鄉鎮市區: 西港區
地址: 營西里3號
描述: -
聯絡電話: 06-7952131
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.214573
WGS84_Y: 23.140122,西港區,營西里3號,-,06-7952131,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.214573,23.140122
"POINT (120.209283 23.122874 0.0)",,,,,,,,,,,港東國民小學,鄉鎮市區: 西港區
地址: 港東里雙張部1之1號
描述: -
聯絡電話: 06-7952231
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.209283
WGS84_Y: 23.122874,西港區,港東里雙張部1之1號,-,06-7952231,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.209283,23.122874
"POINT (120.2052 23.123978 0.0)",,,,,,,,,,,西港國民中學,鄉鎮市區: 西港區
地址: 文化路41號
描述: -
聯絡電話: 06-7952071
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.205200
WGS84_Y: 23.123978,西港區,文化路41號,-,06-7952071,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.205200,23.123978
"POINT (120.20321 23.1235 0.0)",,,,,,,,,,,西港區圖書館,鄉鎮市區: 西港區
地址: 中山路370號
描述: 服務台左轉走到底
聯絡電話: 06-7951840
開放星期(一): 星期二~星期五
開放時間(一): 08:00~20:30
開放星期(二): 星期六~星期日
開放時間(二): 08:00~17:00
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.203210
WGS84_Y: 23.123500,西港區,中山路370號,服務台左轉走到底,06-7951840,星期二~星期五,08:00~20:30,星期六~星期日,08:00~17:00,TRUE,TRUE,TRUE,120.203210,23.123500
"POINT (120.202937 23.122655 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局西港分駐所,鄉鎮市區: 西港區
地址: 中山路337號
描述: 請詢問值班人員
聯絡電話: 06-7952045
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.202937
WGS84_Y: 23.122655,西港區,中山路337號,請詢問值班人員,06-7952045,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.202937,23.122655
"POINT (120.21692 23.139633 0.0)",,,,,,,,,,,臺南市政府警察局佳里分局後營派出所,鄉鎮市區: 西港區
地址: 後營里後營281號
描述: 請詢問值班人員
聯絡電話: 06-7952644
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.216920
WGS84_Y: 23.139633,西港區,後營里後營281號,請詢問值班人員,06-7952644,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,TRUE,120.216920,23.139633
"POINT (120.175797 23.165439 0.0)",,,,,,,,,,,臺南市政府財政稅務局佳里分局,鄉鎮市區: 佳里區
地址: 忠孝路25號
描述: 一樓大門入口處左側
聯絡電話: 06-7224178
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.175797
WGS84_Y: 23.165439,佳里區,忠孝路25號,一樓大門入口處左側,06-7224178,星期一~星期五,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.175797,23.165439
"POINT (120.176144 23.165344 0.0)",,,,,,,,,,,臺南市佳里戶政事務所佳里辦公處,鄉鎮市區: 佳里區
地址: 忠孝路17號
描述: 入口右側飲水機
聯絡電話: 06-7224172
開放星期(一): 星期一~星期五
開放時間(一): 08:30:17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.176144
WGS84_Y: 23.165344,佳里區,忠孝路17號,入口右側飲水機,06-7224172,星期一~星期五,08:30:17:30,-,-,TRUE,TRUE,TRUE,120.176144,23.165344
"POINT (120.177277 23.164756 0.0)",,,,,,,,,,,臺南市佳里地政事務所,鄉鎮市區: 佳里區
地址: 中山路417號
描述: 入口左側
聯絡電話: 06-7220404
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.177277
WGS84_Y: 23.164756,佳里區,中山路417號,入口左側,06-7220404,星期一~星期五,08:00~17:30,-,-,FALSE,TRUE,TRUE,120.177277,23.164756
